VendorID,lpep_pickup_datetime,Lpep_dropoff_datetime,Store_and_fwd_flag,RateCodeID,Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude,Passenger_count,Trip_distance,Fare_amount,Extra,MTA_tax,Tip_amount,Tolls_amount,Ehail_fee,Total_amount,Payment_type,Trip_type
2,2015-11-01 00:57:34,2015-11-01 23:57:45,N,5,-73.955085754394531,40.663722991943359,-73.958984375,40.663448333740234,1,.09,-15,0,0,0,0,,0,-15,3
2,2015-11-01 00:01:58,2015-11-01 00:02:16,N,1,-73.913337707519531,40.871875762939453,-73.915885925292969,40.869903564453125,1,.07,2.5,0.5,0.5,0,0,,0.3,3.8,2
2,2015-11-01 00:00:15,2015-11-01 00:02:13,N,1,-73.94207763671875,40.838085174560547,-73.947608947753906,40.830501556396484,1,.59,4,0.5,0.5,0,0,,0.3,5.3,2
2,2015-12-01 00:12:54,2015-12-01 00:18:18,N,1,-73.844680786132813,40.721508026123047,-73.836334228515625,40.708877563476562,1,1.27,6.5,0.5,0.5,1.56,0,,0.3,9.36,1
2,2015-12-01 00:48:19,2015-12-01 00:59:31,N,1,-73.807029724121094,40.699657440185547,-73.863670349121094,40.691143035888672,1,3.57,12.5,0.5,0.5,2,0,,0.3,15.8,1
2,2015-12-01 00:06:13,2015-12-01 00:20:40,N,1,-73.961814880371094,40.805641174316406,-73.925979614257812,40.824123382568359,2,3.51,13.5,0.5,0.5,4.44,0,,0.3,19.24,1
2,2015-12-01 00:43:38,2015-12-01 00:59:37,N,1,-73.945220947265625,40.808383941650391,-73.959587097167969,40.801357269287109,1,2.43,12.5,0.5,0.5,2.76,0,,0.3,16.56,1
2,2016-01-01 00:29:24,2016-01-01 00:39:36,N,1,-73.928642272949219,40.680610656738281,-73.924278259277344,40.698043823242188,1,1.46,8,0.5,0.5,1.86,0,,0.3,11.16,1
2,2016-01-01 00:19:39,2016-01-01 00:39:18,N,1,-73.952674865722656,40.723175048828125,-73.923919677734375,40.761379241943359,1,3.56,15.5,0.5,0.5,0,0,,0.3,16.8,2
2,2016-01-01 00:19:33,2016-01-01 00:39:48,N,1,-73.971611022949219,40.676105499267578,-74.013160705566406,40.646072387695313,1,3.79,16.5,0.5,0.5,4.45,0,,0.3,22.25,1
2,2016-02-01 00:00:01,2016-02-01 00:10:06,N,1,-73.939018249511719,40.805213928222656,-73.9725341796875,40.785884857177734,1,2.86,10.5,0.5,0.5,0,0,,0.3,11.8,2
2,2016-02-01 00:01:33,2016-02-01 00:20:13,N,1,-73.891494750976563,40.746650695800781,-73.890876770019531,40.743896484375,1,3.35,13,0.5,0.5,0,0,,0.3,14.3,2
2,2016-02-01 00:03:46,2016-02-01 00:21:04,N,1,-73.983779907226562,40.676132202148438,-73.956977844238281,40.718326568603516,1,4.70,17.5,0.5,0.5,3.76,0,,0.3,22.56,1
2,2016-03-01 00:00:00,2016-03-01 00:01:39,N,1,-73.944755554199219,40.819049835205078,-73.949485778808594,40.812614440917969,1,.49,3.5,0.5,0.5,0,0,,0.3,4.8,2
2,2016-03-01 00:00:23,2016-03-01 00:03:20,N,1,-73.8697509765625,40.733612060546875,-73.859085083007813,40.738811492919922,1,.71,4.5,0.5,0.5,0,0,,0.3,5.8,2
2,2016-03-01 00:00:29,2016-03-01 00:04:03,N,1,-73.903434753417969,40.745346069335938,-73.899635314941406,40.735000610351563,5,.90,5,0.5,0.5,0,0,,0.3,6.3,2
2,2016-04-01 00:02:03,2016-04-01 00:05:53,N,1,-73.991180419921875,40.68560791015625,-73.984115600585938,40.695980072021484,1,.94,5,0.5,0.5,1.26,0,,0.3,7.56,1
2,2016-04-01 00:01:31,2016-04-01 00:05:55,N,1,-73.844291687011719,40.721431732177734,-73.850440979003906,40.724143981933594,1,.68,5,0.5,0.5,0,0,,0.3,6.3,2
2,2016-04-01 00:00:57,2016-04-01 00:07:36,N,1,-73.944007873535156,40.71453857421875,-73.938705444335938,40.724925994873047,1,1.53,7,0.5,0.5,1.66,0,,0.3,9.96,1
2,2016-05-01 00:15:25,2016-05-01 00:21:53,N,1,-73.861953735351563,40.750041961669922,-73.852859497070312,40.740276336669922,5,1.04,6,0.5,0.5,0,0,,0.3,7.3,1
2,2016-05-01 00:33:12,2016-05-01 00:51:45,N,1,-73.858810424804688,40.750919342041016,-73.903373718261719,40.703739166259766,5,6.60,21,0.5,0.5,0,0,,0.3,22.3,2
2,2016-05-01 00:38:38,2016-05-01 00:49:47,N,1,-73.966285705566406,40.710605621337891,-73.943603515625,40.717494964599609,2,1.97,9.5,0.5,0.5,1,0,,0.3,11.8,1
2,2016-06-01 02:46:38,2016-06-01 03:06:40,N,1,-73.930580139160156,40.695178985595703,-74.000053405761719,40.729045867919922,1,5.24,19.5,0.5,0.5,6.24,0,,0.3,27.04,1
2,2016-06-01 02:55:26,2016-06-01 03:06:52,N,1,-73.946929931640625,40.792552947998047,-73.951568603515625,40.825160980224609,1,3.14,11.5,0.5,0.5,2.56,0,,0.3,15.36,1
2,2016-06-01 02:50:36,2016-06-01 03:08:39,N,1,-73.944534301757813,40.823955535888672,-73.994659423828125,40.750423431396484,1,7.50,23.5,0.5,0.5,2,0,,0.3,26.8,1
2,2016-07-01 00:01:22,2016-07-01 00:38:57,N,1,7,41,1,7.14,28,0,0.5,5.76,0,,0.3,34.56,1,1,
2,2016-07-01 00:00:37,2016-07-01 00:09:40,N,1,226,157,1,2.17,9,0.5,0.5,0,0,,0.3,10.3,2,1,
2,2016-07-01 00:00:04,2016-07-02 00:00:00,N,1,255,17,1,1.70,8,0.5,0.5,1.86,0,,0.3,11.16,1,1,
2,2016-08-01 00:10:27,2016-08-01 00:15:15,N,1,179,179,1,.76,5,0.5,0.5,1.26,0,,0.3,7.56,1,1,
2,2016-08-01 00:01:08,2016-08-01 00:10:03,N,1,75,159,2,3.23,11.5,0.5,0.5,0,0,,0.3,12.8,1,1,
2,2016-08-01 00:00:05,2016-08-01 00:04:07,N,1,220,127,1,1.01,5.5,0.5,0.5,0,0,,0.3,6.8,2,1,
2,2016-09-01 00:58:21,2016-09-01 01:11:46,N,1,92,82,1,3.34,12.5,0.5,0.5,1,0,,0.3,14.8,1,1,
2,2016-09-01 00:49:50,2016-09-01 01:05:57,N,1,83,92,2,3.78,14.5,0.5,0.5,0,0,,0.3,15.8,2,1,
2,2016-09-01 00:06:58,2016-09-01 00:15:13,N,1,93,223,1,4.84,15,0.5,0.5,0,0,,0.3,16.3,2,1,
2,2016-10-01 00:02:00,2016-10-01 00:04:45,N,1,129,129,1,.24,3.5,0.5,0.5,0,0,,0.3,4.8,2,1,
2,2016-10-01 00:02:31,2016-10-01 00:13:43,N,1,74,116,1,2.59,10.5,0.5,0.5,1,0,,0.3,12.8,1,1,
2,2016-10-01 00:12:12,2016-10-01 00:14:57,N,1,223,223,1,.56,4,0.5,0.5,1.06,0,,0.3,6.36,1,1,
2,2016-11-01 00:39:48,2016-11-01 00:50:48,N,1,256,97,2,2.85,11,0.5,0.5,0,0,,0.3,12.3,2,1,
2,2016-11-01 00:28:30,2016-11-01 00:40:44,N,1,92,223,1,6.20,19,0.5,0.5,0,0,,0.3,20.3,2,1,
2,2016-11-01 00:03:45,2016-11-01 00:13:07,N,1,255,17,1,1.68,8.5,0.5,0.5,1.25,0,,0.3,11.05,1,1,
2,2016-12-01 00:00:54,2016-12-01 00:06:54,N,1,92,192,1,1.29,6.5,0.5,0.5,0,0,,0.3,7.8,2,1,
2,2016-12-01 00:52:41,2016-12-01 00:54:51,N,1,92,171,1,.64,4,0.5,0.5,1.06,0,,0.3,6.36,1,1,
2,2016-12-01 00:10:39,2016-12-01 00:14:47,N,1,75,238,2,.89,5.5,0.5,0.5,1.7,0,,0.3,8.5,1,1,
2,2018-12-21 15:17:29,2018-12-21 15:18:57,N,1,264,264,5,.00,3,0.5,0.5,0,0,,0.3,4.3,2,1,
2,2019-01-01 00:10:16,2019-01-01 00:16:32,N,1,97,49,2,.86,6,0.5,0.5,0,0,,0.3,7.3,2,1,
2,2019-01-01 00:27:11,2019-01-01 00:31:38,N,1,49,189,2,.66,4.5,0.5,0.5,0,0,,0.3,5.8,1,1,
2,2019-01-01 00:46:20,2019-01-01 01:04:54,N,1,189,17,2,2.68,13.5,0.5,0.5,2.96,0,,0.3,19.71,1,1,
2,2019-02-01 00:10:19,2019-02-01 00:21:43,N,1,92,135,1,2.79,11,0.5,0.5,3.08,0,,0.3,15.38,1,1,0
2,2019-02-01 00:02:16,2019-02-01 00:24:37,N,1,66,36,1,4.46,17.5,0.5,0.5,3.76,0,,0.3,22.56,1,1,0
2,2019-02-01 00:37:19,2019-02-01 00:43:07,N,1,255,112,1,1.26,6,0.5,0.5,1.46,0,,0.3,8.76,1,1,0
1,2019-02-01 00:10:10,2019-02-01 00:12:21,N,1,75,238,1,.70,4,0.5,0.5,0,0,,0.3,5.3,2,1,0
2,2019-03-01 00:02:21,2019-03-01 00:04:52,N,1,193,193,1,.00,3.5,0.5,0.5,1.44,0,,0.3,6.24,1,1,0
2,2019-03-01 00:42:31,2019-03-01 00:47:42,N,1,80,256,1,.72,5.5,0.5,0.5,1.36,0,,0.3,8.16,1,1,0
1,2019-03-01 00:15:53,2019-03-01 00:18:37,N,1,7,179,1,.50,4,0.5,0.5,0,0,,0.3,5.3,2,1,0
2,2019-02-28 23:55:58,2019-03-01 00:01:30,N,1,256,80,1,1.19,6,0.5,0.5,1.46,0,,0.3,8.76,1,1,0
2,2019-04-01 00:18:40,2019-04-01 00:37:56,N,1,129,234,1,7.72,24,0.5,0.5,0,6.12,,0.3,34.17,2,1,2.75
2,2019-04-01 00:18:24,2019-04-01 00:28:09,N,1,7,83,1,2.73,11,0.5,0.5,0,0,,0.3,12.3,2,1,0
2,2019-04-01 00:31:24,2019-04-01 00:38:28,N,1,82,82,1,1.57,7,0.5,0.5,0,0,,0.3,8.3,2,1,0
2,2019-04-01 00:48:30,2019-04-01 00:58:28,N,1,82,83,1,.88,8,0.5,0.5,0,0,,0.3,9.3,2,1,0
